"web_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"capaz","capaz",55.649355173111,"capaz",0.858985424041748,"capaz",7.83729910850525,"cap","capa","capaz","capaz","capaz","capaz"
"capazes","capaz",55.7070050239563,"capaz",0.85980486869812,"capaz",7.84687066078186,"cap","capa","capaz","capaze","capazes","capazes"
"capitais","capitar",55.7724950313568,"capit",0.860617399215698,"capit",7.8548903465271,"cap","capi","capit","capita","capitai","capitais"
"cedo","ceder",55.8303940296173,"ced",0.861419439315796,"ced",7.86370873451233,"ced","cedo","cedo","cedo","cedo","cedo"
"centena","centena",55.8879873752594,"centen",0.862236976623535,"centen",7.87285041809082,"cen","cent","cente","centen","centena","centena"
"centrais","central",55.9519605636597,"centr",0.863176822662354,"centr",7.88104033470154,"cen","cent","centr","centra","centrai","centrais"
"certa","certar",56.0096828937531,"cert",0.864016532897949,"cert",7.89042782783508,"cer","cert","certa","certa","certa","certa"
"chamados","chamar",56.0736863613129,"cham",0.86486554145813,"cham",7.89819812774658,"cha","cham","chama","chamad","chamado","chamados"
"chamar","chamar",56.1312029361725,"cham",0.865708351135254,"cham",7.90621995925903,"cha","cham","chama","chamar","chamar","chamar"
"chefes","chefe",56.1892371177673,"chef",0.866522312164307,"chef",7.9159049987793,"che","chef","chefe","chefes","chefes","chefes"
"civis","civil",56.2540447711945,"civ",0.867330312728882,"civil",7.92473912239075,"civ","civi","civis","civis","civis","civis"
"classe","classe",56.3125486373901,"class",0.868190050125122,"cl",7.9333062171936,"cla","clas","class","classe","classe","classe"
"colaboradores","colaborar",56.3712141513824,"colabor",0.869008779525757,"colabor",7.94130373001099,"col","cola","colab","colabo","colabor","colabora"
"colega","colegar",56.4364042282104,"coleg",0.869819402694702,"coleg",7.95032334327698,"col","cole","coleg","colega","colega","colega"
"coloca","colocar",56.4951095581055,"coloc",0.870630264282227,"coloc",7.95972204208374,"col","colo","coloc","coloca","coloca","coloca"
"combater","combater",56.5535686016083,"combat",0.871476650238037,"combat",7.96789479255676,"com","comb","comba","combat","combate","combater"
"comemorações","comemoração",56.6186861991882,"comemor",0.872326612472534,"comemor",7.9761266708374,"com","come","comem","comemo","comemor","comemora"
"comodidades","comodidade",56.6774959564209,"comod",0.873183965682983,"comod",7.98450350761414,"com","como","comod","comodi","comodid","comodida"
"compra","comprar",56.7427005767822,"compr",0.874025106430054,"compr",7.99336361885071,"com","comp","compr","compra","compra","compra"
"compras","comprar",56.8012027740479,"compr",0.874903678894043,"compr",8.00353217124939,"com","comp","compr","compra","compras","compras"
"comunicada","comunicar",56.859849691391,"comunic",0.87582802772522,"comunic",8.01245164871216,"com","comu","comun","comuni","comunic","comunica"
"conceito","conceitar",56.9246473312378,"conceit",0.876698017120361,"conceit",8.0214478969574,"con","conc","conce","concei","conceit","conceito"
"concentração","concentração",56.9830257892609,"concentr",0.877554416656494,"concentr",8.02919816970825,"con","conc","conce","concen","concent","concentr"
"condomínio","condomínio",57.0414743423462,"condomíni",0.878411769866943,"condomini",8.03781795501709,"con","cond","condo","condom","condomí","condomín"
"confirmada","confirmar",57.1058185100555,"confirm",0.879255533218384,"confirm",8.04606580734253,"con","conf","confi","confir","confirm","confirma"
"confirmado","confirmar",57.163773059845,"confirm",0.880245685577393,"confirm",8.05349183082581,"con","conf","confi","confir","confirm","confirma"
"confusão","confusão",57.2214889526367,"confusã",0.881274700164795,"confus",8.06187558174133,"con","conf","confu","confus","confusã","confusão"
"conseguem","conseguir",57.2876486778259,"consegu",0.8821702003479,"conseg",8.0702600479126,"con","cons","conse","conseg","consegu","consegue"
"considerando","considerar",57.3478605747223,"consider",0.883049964904785,"consider",8.07862210273743,"con","cons","consi","consid","conside","consider"
"considerar","considerar",57.4146640300751,"consider",0.883931159973145,"consider",8.08699822425842,"con","cons","consi","consid","conside","consider"
"construído","construir",57.474072933197,"construíd",0.884819984436035,"constru",8.09530925750732,"con","cons","const","constr","constru","construí"
"consultar","consultar",57.5325365066528,"consult",0.885701179504395,"consult",8.1035213470459,"con","cons","consu","consul","consult","consulta"
"consumidores","consumir",57.5970132350922,"consumidor",0.886598587036133,"consum",8.11136674880981,"con","cons","consu","consum","consumi","consumid"
"continente","continente",57.6549301147461,"continent",0.887476444244385,"contin",8.11903023719788,"con","cont","conti","contin","contine","continen"
"cores","cor",57.7132503986359,"cor",0.888402938842773,"cor",8.12823700904846,"cor","core","cores","cores","cores","cores"
"corresponde","corresponder",57.7858438491821,"correspond",0.889273643493652,"correspond",8.13679385185242,"cor","corr","corre","corres","corresp","correspo"
"culpa","culpar",57.8472354412079,"culp",0.890149116516113,"culp",8.14598894119263,"cul","culp","culpa","culpa","culpa","culpa"
"decisões","decisão",57.9092104434967,"decisõ",0.89104700088501,"decis",8.15540456771851,"dec","deci","decis","decisõ","decisõe","decisões"
"defronta","defrontar",57.9762027263641,"defront",0.89193868637085,"defront",8.1645941734314,"def","defr","defro","defron","defront","defronta"
"demissão","demissão",58.0361936092377,"demissã",0.892817497253418,"demiss",8.17326951026917,"dem","demi","demis","demiss","demissã","demissão"
"derrotas","derrotar",58.1024537086487,"derrot",0.893747091293335,"derrot",8.19837498664856,"der","derr","derro","derrot","derrota","derrotas"
"despensa","pensar",58.1617848873138,"despens",0.894637823104858,"despens",8.20787882804871,"des","desp","despe","despen","despens","despensa"
"despistagem","despistagem",58.2200565338135,"despistag",0.895518779754639,"despist",8.21569061279297,"des","desp","despi","despis","despist","despista"
"detectado","detectar",58.2865724563599,"detect",0.896564245223999,"detect",8.22276425361633,"det","dete","detec","detect","detecta","detectad"
"dezenas","dezeno",58.3469414710999,"dezen",0.897436380386353,"dezen",8.23324847221375,"dez","deze","dezen","dezena","dezenas","dezenas"
"diagnóstico","diagnóstico",58.4071652889252,"diagnóst",0.898342847824097,"diagnost",8.24058771133423,"dia","diag","diagn","diagnó","diagnós","diagnóst"
"digressão","digressão",58.4743251800537,"digressã",0.89917516708374,"digress",8.2492253780365,"dig","digr","digre","digres","digress","digressã"
"diminuir","diminuir",58.5342302322388,"diminu",0.900030851364136,"diminu",8.2588963508606,"dim","dimi","dimin","diminu","diminui","diminuir"
"diretamente","direto",58.6318938732147,"diret",0.901542186737061,"diret",8.26848983764648,"dir","dire","diret","direta","diretam","diretame"
"dirigente","dirigente",58.692170381546,"dirigent",0.902403831481934,"dirig",8.27552056312561,"dir","diri","dirig","dirige","dirigen","dirigent"
"disputada","disputar",58.7543075084686,"disput",0.903244733810425,"disput",8.28376364707947,"dis","disp","dispu","disput","disputa","disputad"
"dispõe","dispor",58.8215670585632,"dispõ",0.904096126556396,"dispo",8.29284119606018,"dis","disp","dispõ","dispõe","dispõe","dispõe"
"distanciamento","distanciar",58.8819615840912,"distanc",0.90497088432312,"distanc",8.30024313926697,"dis","dist","dista","distan","distanc","distanci"
"distribuição","distribuição",58.9435749053955,"distribuiçã",0.905830860137939,"distribu",8.30765581130981,"dis","dist","distr","distri","distrib","distribu"
"divulgada","divulgar",59.0106153488159,"divulg",0.906682252883911,"divulg",8.31575894355774,"div","divu","divul","divulg","divulga","divulgad"
"elevados","elevar",59.0717930793762,"elev",0.907605409622192,"elev",8.3237292766571,"ele","elev","eleva","elevad","elevado","elevados"
"elevando","elevar",59.132875919342,"elev",0.90847373008728,"elev",8.33170104026794,"ele","elev","eleva","elevan","elevand","elevando"
"empregos","emprego",59.199146270752,"empreg",0.9093177318573,"empreg",8.34053516387939,"emp","empr","empre","empreg","emprego","empregos"
"energética","energético",59.2590742111206,"energét",0.910179376602173,"energe",8.34871768951416,"ene","ener","energ","energé","energét","energéti"
"enviada","enviar",59.3287343978882,"envi",0.91100287437439,"envi",8.35644769668579,"env","envi","envia","enviad","enviada","enviada"
"envolveu","envolver",59.3925733566284,"envolv",0.911843299865723,"envolv",8.3648316860199,"env","envo","envol","envolv","envolve","envolveu"
"episódio","episódio",59.4579846858978,"episódi",0.912681341171265,"episodi",8.37363433837891,"epi","epis","episó","episód","episódi","episódio"
"esclarecer","esclarecer",59.5277528762817,"esclarec",0.913592338562012,"esclarec",8.38218569755554,"esc","escl","escla","esclar","esclare","esclarec"
"esclareceu","esclarecer",59.5872564315796,"esclarec",0.91447925567627,"esclarec",8.39043068885803,"esc","escl","escla","esclar","esclare","esclarec"
"espacial","espacial",59.6466588973999,"espacial",0.915318012237549,"espac",8.39812207221985,"esp","espa","espac","espaci","espacia","espacial"
"espetáculo","espetáculo",59.7124996185303,"espetácul",0.916219711303711,"espetacul",8.40686655044556,"esp","espe","espet","espetá","espetác","espetácu"
"espetáculos","espetáculo",59.7721652984619,"espetácul",0.917068481445312,"espetacul",8.4160749912262,"esp","espe","espet","espetá","espetác","espetácu"
"estarão","estar",59.8316135406494,"estarã",0.917891502380371,"est",8.42505931854248,"est","esta","estar","estarã","estarão","estarão"
"estima","estimar",59.8963711261749,"estim",0.918744087219238,"est",8.43411231040955,"est","esti","estim","estima","estima","estima"
"etc","etc",59.9547817707062,"etc",0.919568300247192,"etc",8.44193553924561,"etc","etc","etc","etc","etc","etc"
"exercer","exercer",1.00030951897303,"exerc",0.920462131500244,"exerc",8.4503014087677,"exe","exer","exerc","exerce","exercer","exercer"
"exercício","exercício",1.00127790371577,"exercíci",0.921332120895386,"exercici",8.45877504348755,"exe","exer","exerc","exercí","exercíc","exercíci"
"expressão","expressão",1.00226786136627,"expressã",0.922231435775757,"express",8.46756911277771,"exp","expr","expre","expres","express","expressã"
"falam","falir",1.00336469809214,"fal",0.923075437545776,"fal",8.47563457489014,"fal","fala","falam","falam","falam","falam"
"falhar","falhar",1.00435092449188,"falh",0.923938751220703,"falh",8.48360109329224,"fal","falh","falha","falhar","falhar","falhar"
"falhou","falhar",1.00533903837204,"falh",0.924771785736084,"falh",8.4916570186615,"fal","falh","falho","falhou","falhou","falhou"
"famoso","famoso",1.00641515254974,"famos",0.925603866577148,"fam",8.49878740310669,"fam","famo","famos","famoso","famoso","famoso"
"fases","fase",1.00737572908401,"fas",0.926435708999634,"fas",8.50836801528931,"fas","fase","fases","fases","fases","fases"
"fatores","fator",1.00834004084269,"fator",0.927275419235229,"fat",8.51662540435791,"fat","fato","fator","fatore","fatores","fatores"
"fazemos","fazer",1.00941199064255,"faz",0.928150415420532,"faz",8.52519035339355,"faz","faze","fazem","fazemo","fazemos","fazemos"
"feliz","feliz",1.01040038267771,"feliz",0.929018259048462,"feliz",8.53369736671448,"fel","feli","feliz","feliz","feliz","feliz"
"ficará","ficar",1.01156606674194,"fic",0.929902076721191,"fic",8.54182457923889,"fic","fica","ficar","ficará","ficará","ficará"
"formato","formatar",1.01315252780914,"format",0.931525468826294,"format",8.55014395713806,"for","form","forma","format","formato","formato"
"frase","frase",1.01418083906174,"fras",0.93261194229126,"fras",8.55848407745361,"fra","fras","frase","frase","frase","frase"
"fronteiriços","fronteiriço",1.0153017282486,"fronteiric",0.933575391769409,"fronteiric",8.58297419548035,"fro","fron","front","fronte","frontei","fronteir"
"funcionário","funcionário",1.01628913084666,"funcionári",0.934604167938232,"funcion",8.5901837348938,"fun","func","funci","funcio","funcion","funcioná"
"fundos","fundo",1.01736887296041,"fund",0.935538768768311,"fund",8.59989714622498,"fun","fund","fundo","fundos","fundos","fundos"
"furacão","furacão",1.01834735075633,"furacã",0.936418533325195,"furaca",8.60876035690308,"fur","fura","furac","furacã","furacão","furacão"
"fãs","fão",1.01932504177093,"fãs",0.937280416488647,"fa",8.61746263504028,"fãs","fãs","fãs","fãs","fãs","fãs"
"gasóleo","gasóleo",1.02040423552195,"gasól",0.938159704208374,"gasole",8.62612247467041,"gas","gasó","gasól","gasóle","gasóleo","gasóleo"
"gerais","gerar",1.02137529055278,"ger",0.939017295837402,"geral",8.63555264472961,"ger","gera","gerai","gerais","gerais","gerais"
"gravidade","grave",1.02233833869298,"gravidad",0.939912080764771,"grav",8.64291524887085,"gra","grav","gravi","gravid","gravida","gravidad"
"habitações","habitação",1.02391513983409,"habit",0.94161319732666,"habit",8.65163636207581,"hab","habi","habit","habita","habitaç","habitaçõ"
"habitual","habitual",1.02487631638845,"habitual",0.942504167556763,"habit",8.65857648849487,"hab","habi","habit","habitu","habitua","habitual"
"histórias","história",1.02594446738561,"histór",0.943376541137695,"histor",8.66815185546875,"his","hist","histó","histór","históri","história"
"holandês","holandês",1.02690942684809,"holandês",0.944260835647583,"holand",8.6779088973999,"hol","hola","holan","holand","holandê","holandês"
"identificado","identificar",1.02787402073542,"identific",0.945115327835083,"identific",8.68498802185059,"ide","iden","ident","identi","identif","identifi"
"indicam","indicar",1.02896533409754,"indic",0.945963859558105,"indic",8.69307947158813,"ind","indi","indic","indica","indicam","indicam"
"infantil","fantil",1.02992951869965,"infantil",0.946879863739014,"infantil",8.70188403129578,"inf","infa","infan","infant","infanti","infantil"
"infetado","infetar",1.03089085022608,"infet",0.947817325592041,"infet",8.70867037773132,"inf","infe","infet","infeta","infetad","infetado"
"instituto","instituto",1.03196125427882,"institut",0.948686122894287,"institut",8.71765542030334,"ins","inst","insti","instit","institu","institut"
"inteiro","inteirar",1.03292495012283,"inteir",0.949543237686157,"int",8.72479510307312,"int","inte","intei","inteir","inteiro","inteiro"
"interessante","interessar",1.03388591210047,"interess",0.950394153594971,"interess",8.73229146003723,"int","inte","inter","intere","interes","interess"
"interesses","interessar",1.03495320081711,"inter",0.951231718063354,"inter",8.7418897151947,"int","inte","inter","intere","interes","interess"
"investigar","investigar",1.03591437737147,"investig",0.952090501785278,"investig",8.75021529197693,"inv","inve","inves","invest","investi","investig"
"investimentos","investir",1.0369845867157,"invest",0.952930450439453,"invest",8.75905656814575,"inv","inve","inves","invest","investi","investim"
"laboratório","laboratório",1.03794474601746,"laboratóri",0.953781127929688,"labor",8.76720309257507,"lab","labo","labor","labora","laborat","laborató"
"lamenta","lamentar",1.03890781799952,"lament",0.954670190811157,"lament",8.77616190910339,"lam","lame","lamen","lament","lamenta","lamenta"
"legislação","legislação",1.03997528553009,"legisl",0.955528974533081,"legisl",8.78354167938232,"leg","legi","legis","legisl","legisla","legislaç"
"lembrou","lembrar",1.04093387524287,"lembr",0.956398725509644,"lembr",8.79145407676697,"lem","lemb","lembr","lembro","lembrou","lembrou"
"leva","levar",1.04189361333847,"lev",0.957237958908081,"lev",8.80045104026794,"lev","leva","leva","leva","leva","leva"
"levado","levar",1.04295935233434,"lev",0.964786291122437,"lev",8.80730676651001,"lev","leva","levad","levado","levado","levado"
"ligeiros","ligeiro",1.04392158190409,"ligeir",0.965876579284668,"lig",8.81508851051331,"lig","lige","ligei","ligeir","ligeiro","ligeiros"
"limitar","limitar",1.04488175312678,"limit",0.966721773147583,"limit",8.82314586639404,"lim","limi","limit","limita","limitar","limitar"
"luso","luso",1.0464551726977,"lus",0.968275785446167,"lus",8.83174657821655,"lus","luso","luso","luso","luso","luso"
"marcha","marchar",1.04741769631704,"march",0.969136714935303,"march",8.84086155891418,"mar","marc","march","marcha","marcha","marcha"
"matou","matar",1.04848719040553,"mat",0.969979763031006,"mat",8.84865736961365,"mat","mato","matou","matou","matou","matou"
"meados","mear",1.04946061372757,"mead",0.970821142196655,"me",8.85619211196899,"mea","mead","meado","meados","meados","meados"
"memória","memória",1.05043166478475,"memór",0.971651554107666,"memor",8.86490678787231,"mem","memó","memór","memóri","memória","memória"
"mensagens","mensagem",1.05149822235107,"mensagens",0.972477197647095,"mens",8.87266421318054,"men","mens","mensa","mensag","mensage","mensagen"
"mental","mental",1.05247077147166,"mental",0.973294019699097,"ment",8.87989544868469,"men","ment","menta","mental","mental","mental"
"moderno","modernar",1.05355354547501,"modern",0.974112033843994,"modern",8.88835215568542,"mod","mode","moder","modern","moderno","moderno"
"motivo","motivar",1.05453644196192,"motiv",0.974916219711304,"motiv",8.89692831039429,"mot","moti","motiv","motivo","motivo","motivo"
"municipal","municipal",1.0555187702179,"municipal",0.975735902786255,"municip",8.90446996688843,"mun","muni","munic","munici","municip","municipa"
"médica","médico",1.0566055893898,"médic",0.976547956466675,"medic",8.91354155540466,"méd","médi","médic","médica","médica","médica"
"mínimos","mínimo",1.05756855010986,"mín",0.977356195449829,"min",8.92224502563477,"mín","míni","mínim","mínimo","mínimos","mínimos"
"negociar","negociar",1.05852975845337,"negoc",0.978169679641724,"negoci",8.93057990074158,"neg","nego","negoc","negoci","negocia","negociar"
"noutros","noutro",1.05959801673889,"noutr",0.978983879089355,"noutr",8.95461392402649,"nou","nout","noutr","noutro","noutros","noutros"
"objeto","objetar",1.06055913368861,"objet",0.979814052581787,"objet",8.96314573287964,"obj","obje","objet","objeto","objeto","objeto"
"ocorrer","ocorrer",1.06152072350184,"ocorr",0.980659246444702,"ocorr",8.97186756134033,"oco","ocor","ocorr","ocorre","ocorrer","ocorrer"
"ofertas","ofertar",1.06263886292775,"ofert",0.981475353240967,"ofert",8.98172116279602,"ofe","ofer","ofert","oferta","ofertas","ofertas"
"oposição","oposição",1.06362420717875,"oposiçã",0.982296705245972,"opos",8.98889565467834,"opo","opos","oposi","oposiç","oposiçã","oposição"
"organismos","organismo",1.06469609340032,"organ",0.983113527297974,"organ",8.99684023857117,"org","orga","organ","organi","organis","organism"
"original","original",1.06567504008611,"original",0.983941793441772,"orig",9.00403571128845,"ori","orig","origi","origin","origina","original"
"par","par",1.06663493315379,"par",0.984747648239136,"par",9.01393103599548,"par","par","par","par","par","par"
"parceiro","parceiro",1.06770298480988,"parceir",0.98556923866272,"parc",9.02131748199463,"par","parc","parce","parcei","parceir","parceiro"
"parcela","parcelar",1.06866334279378,"parcel",0.986381530761719,"parcel",9.02997183799744,"par","parc","parce","parcel","parcela","parcela"
"permanecem","permanecer",1.06962514321009,"permanec",0.987205028533936,"permanec",9.03844690322876,"per","perm","perma","perman","permane","permanec"
"permanecer","permanecer",1.07069371143977,"permanec",0.988043069839478,"permanec",9.04652833938599,"per","perm","perma","perman","permane","permanec"
"permitiu","permitir",1.07165284156799,"permit",0.988868236541748,"permit",9.05446267127991,"per","perm","permi","permit","permiti","permitiu"
"pertencem","pertencer",1.07261550426483,"pertenc",0.989697694778442,"pertenc",9.0625786781311,"per","pert","perte","perten","pertenc","pertence"
"peso","pesar",1.07368304332097,"pes",0.990505695343018,"pes",9.07106828689575,"pes","peso","peso","peso","peso","peso"
"peças","pedir",1.07464641332626,"pec",0.991326332092285,"pec",9.08080267906189,"peç","peça","peças","peças","peças","peças"
"pleno","pleno",1.0757088303566,"plen",0.992151021957397,"plen",9.08915758132935,"ple","plen","pleno","pleno","pleno","pleno"
"pobres","pobre",1.07667164007823,"pobr",0.99296236038208,"pobr",9.09797072410583,"pob","pobr","pobre","pobres","pobres","pobres"
"polícias","polícia",1.07763370672862,"políc",0.993823528289795,"polici",9.10764980316162,"pol","polí","políc","políci","polícia","polícias"
"popular","popular",1.0787045677503,"popul",0.994637489318848,"popul",9.1160044670105,"pop","popu","popul","popula","popular","popular"
"populares","popular",1.07966824372609,"popul",0.995460987091064,"popul",9.12525057792664,"pop","popu","popul","popula","popular","populare"
"porém","porém",1.08062763611476,"porém",0.996354341506958,"porem",9.13332509994507,"por","poré","porém","porém","porém","porém"
"precisam","precisar",1.08178914388021,"precis",0.997189521789551,"precis",9.14167284965515,"pre","prec","preci","precis","precisa","precisam"
"precisar","cisar",1.08276744286219,"precis",0.998008966445923,"precis",9.14984679222107,"pre","prec","preci","precis","precisa","precisar"
"prevenir","prevenir",1.08375680446625,"preven",0.998823165893555,"preven",9.15789389610291,"pre","prev","preve","preven","preveni","prevenir"
"princípio","princípio",1.08482644160589,"princípi",0.999662399291992,"principi",9.16661953926086,"pri","prin","princ","princí","princíp","princípi"
"profissão","fissão",1.08578937848409,"profissã",1.00048828125,"profiss",9.17502164840698,"pro","prof","profi","profis","profiss","profissã"
"provisoriamente","visório",1.0868434826533,"provisori",1.00130367279053,"provis",9.1824791431427,"pro","prov","provi","provis","proviso","provisor"
"província","província",1.08781733910243,"provínc",1.00212335586548,"provinc",9.19133186340332,"pro","prov","proví","provín","provínc","provínci"
"próprias","próprio",1.08877862691879,"própr",1.00293397903442,"propr",9.20039486885071,"pró","próp","própr","própri","própria","próprias"
"publicou","publicar",1.0898430109024,"public",1.00375247001648,"public",9.20838761329651,"pub","publ","publi","public","publico","publicou"
"quente","quentar",1.09080373446147,"quent",1.00455904006958,"quent",9.21711230278015,"que","quen","quent","quente","quente","quente"
"quis","querer",1.09176352421443,"quis",1.0053985118866,"quil",9.2259624004364,"qui","quis","quis","quis","quis","quis"
"radar","radar",1.09282950957616,"rad",1.00620746612549,"rad",9.23420262336731,"rad","rada","radar","radar","radar","radar"
"realiza","realizar",1.09378978013992,"realiz",1.00705909729004,"realiz",9.2434344291687,"rea","real","reali","realiz","realiza","realiza"
"reconhecimento","conhecer",1.0947499871254,"reconhec",1.00789451599121,"reconhec",9.25040006637573,"rec","reco","recon","reconh","reconhe","reconhec"
"recorrer","correr",1.09581829706828,"recorr",1.00872325897217,"recorr",9.25986742973328,"rec","reco","recor","recorr","recorre","recorrer"
"recuperadas","recuperar",1.09678361813227,"recuper",1.00955033302307,"recuper",9.26870441436768,"rec","recu","recup","recupe","recuper","recupera"
"reformas","forma",1.09775107701619,"reform",1.01037311553955,"reform",9.27814245223999,"ref","refo","refor","reform","reforma","reformas"
"regiões","região",1.09881738026937,"regiõ",1.01118731498718,"reg",9.28751945495605,"reg","regi","regiõ","regiõe","regiões","regiões"
"respeitar","respeitar",1.09977731307348,"respeit",1.01201319694519,"respe",9.29554057121277,"res","resp","respe","respei","respeit","respeita"
"respiratória","respirar",1.1008415500323,"respiratór",1.01283931732178,"respir",9.30293607711792,"res","resp","respi","respir","respira","respirat"
"restritivas","restritivo",1.10180300871531,"restrit",1.01365780830383,"restri",9.32694387435913,"res","rest","restr","restri","restrit","restriti"
"rumo","rumar",1.10276375214259,"rum",1.01446557044983,"rum",9.33579063415527,"rum","rumo","rumo","rumo","rumo","rumo"
"russo","russar",1.10382919708888,"russ",1.01527857780457,"russ",9.34433770179749,"rus","russ","russo","russo","russo","russo"
"salão","salão",1.10479021072388,"salã",1.01612663269043,"sal",9.35321044921875,"sal","salã","salão","salão","salão","salão"
"sangue","sangue",1.10574948390325,"sang",1.01694369316101,"sang",9.36169099807739,"san","sang","sangu","sangue","sangue","sangue"
"semestre","semestre",1.10681583484014,"semestr",1.01776480674744,"semestr",9.36987066268921,"sem","seme","semes","semest","semestr","semestre"
"sentimento","sentir",1.1077752272288,"sentiment",1.01858448982239,"sent",9.37692213058472,"sen","sent","senti","sentim","sentime","sentimen"
"serra","serrar",1.10873452822367,"serr",1.0194399356842,"serr",9.385826587677,"ser","serr","serra","serra","serra","serra"
"sexto","sexto",1.10979844729106,"sext",1.02027153968811,"sext",9.3942494392395,"sex","sext","sexto","sexto","sexto","sexto"
"sinal","sinal",1.11076090335846,"sinal",1.02107858657837,"sinal",9.40263915061951,"sin","sina","sinal","sinal","sinal","sinal"
"sociedades","sociedade",1.11182441711426,"sociedad",1.02191424369812,"sociedad",9.41162061691284,"soc","soci","socie","socied","socieda","sociedad"
"soluções","solução",1.11278952757517,"soluçõ",1.02274560928345,"soluc",9.42057061195374,"sol","solu","soluç","soluçõ","soluçõe","soluções"
"somar","somar",1.11375025510788,"som",1.02355098724365,"som",9.42894148826599,"som","soma","somar","somar","somar","somar"
"somou","somar",1.11481699943542,"som",1.0243706703186,"som",9.4369535446167,"som","somo","somou","somou","somou","somou"
"sorte","sortir",1.11577489376068,"sort",1.02520346641541,"sort",9.44524049758911,"sor","sort","sorte","sorte","sorte","sorte"
"submetido","meter",1.11673483848572,"submet",1.02602481842041,"submet",9.452481508255,"sub","subm","subme","submet","submeti","submetid"
"subsídio","subsídio",1.1178000887235,"subsídi",1.02685165405273,"subsidi",9.46089887619019,"sub","subs","subsí","subsíd","subsídi","subsídio"
"tamanho","tamanho",1.11875864267349,"tamanh",1.02767586708069,"tamanh",9.46929430961609,"tam","tama","taman","tamanh","tamanho","tamanho"
"tento","tentar",1.1197198232015,"tent",1.02849102020264,"tent",9.47790718078613,"ten","tent","tento","tento","tento","tento"
"tipos","tipo",1.12078335682551,"tip",1.02930498123169,"tip",9.4874541759491,"tip","tipo","tipos","tipos","tipos","tipos"
"tocar","tocar",1.12174477974574,"toc",1.03014516830444,"toc",9.49548316001892,"toc","toca","tocar","tocar","tocar","tocar"
"torna","tornar",1.12280718485514,"torn",1.03097748756409,"torn",9.50503611564636,"tor","torn","torna","torna","torna","torna"
"trabalhou","trabalhar",1.12377130190531,"trabalh",1.03183150291443,"trabalh",9.5138087272644,"tra","trab","traba","trabal","trabalh","trabalho"
"trata","tratar",1.12473075787226,"trat",1.03268837928772,"trat",9.52249431610107,"tra","trat","trata","trata","trata","trata"
"travar","travar",1.1257953842481,"trav",1.03350496292114,"trav",9.53120279312134,"tra","trav","trava","travar","travar","travar"
"trazer","trazer",1.12675474484762,"traz",1.03444337844849,"traz",9.53943586349487,"tra","traz","traze","trazer","trazer","trazer"
"troca","trocar",1.12771695454915,"troc",1.03527307510376,"troc",9.54857563972473,"tro","troc","troca","troca","troca","troca"
"técnicos","técnico",1.12879796425501,"técnic",1.03612804412842,"tecn",9.55699348449707,"téc","técn","técni","técnic","técnico","técnicos"
"títulos","título",1.12976716359456,"títul",1.03695678710938,"titul",9.5661404132843,"tít","títu","títul","título","títulos","títulos"
"universo","universo",1.13072886864344,"univers",1.03779220581055,"univers",9.57464790344238,"uni","univ","unive","univer","univers","universo"
"usado","usar",1.13179419835409,"usad",1.03862428665161,"us",9.58211803436279,"usa","usad","usado","usado","usado","usado"
"viação","viação",1.13276748657227,"viaçã",1.03944611549377,"viac",9.59037375450134,"via","viaç","viaçã","viação","viação","viação"
"vincou","vincar",1.13382714986801,"vinc",1.04027462005615,"vinc",9.59850025177002,"vin","vinc","vinco","vincou","vincou","vincou"
"visitas","visitar",1.13479255040487,"visit",1.04113841056824,"visit",9.60840606689453,"vis","visi","visit","visita","visitas","visitas"
"vivemos","vivar",1.13575723965963,"viv",1.04194831848145,"viv",9.61771106719971,"viv","vive","vivem","vivemo","vivemos","vivemos"
"voltam","voltar",1.13682150840759,"volt",1.04277324676514,"volt",9.62619185447693,"vol","volt","volta","voltam","voltam","voltam"
"votação","votação",1.13778133789698,"votaçã",1.0436065196991,"vot",9.63362836837769,"vot","vota","votaç","votaçã","votação","votação"
"vou","vá",1.1387406428655,"vou",1.04443621635437,"vou",9.64179563522339,"vou","vou","vou","vou","vou","vou"
"véspera","véspero",1.14086179335912,"vésp",1.04531645774841,"vesp",9.65085649490356,"vés","vésp","véspe","vésper","véspera","véspera"
"zero","zerar",1.14180849790573,"zer",1.04614329338074,"zer",9.65934252738953,"zer","zero","zero","zero","zero","zero"
"árvore","árvore",1.14276136557261,"árvor",1.04698014259338,"arvor",9.66817045211792,"árv","árvo","árvor","árvore","árvore","árvore"
"épocas","época",1.14381578763326,"époc",1.04782390594482,"epoc",9.69345259666443,"épo","époc","época","épocas","épocas","épocas"
"órgão","órgão",1.14476733207703,"órgã",1.04866051673889,"org",9.70215129852295,"órg","órgã","órgão","órgão","órgão","órgão"
"leões","leão",1.14635894695918,"leõ",1.05019283294678,"lea",9.71193742752075,"leõ","leõe","leões","leões","leões","leões"
"academia","academiar",1.14731833934784,"academ",1.05102586746216,"academ",9.72096276283264,"aca","acad","acade","academ","academi","academia"
"almeida","almeida",1.14828480084737,"alme",1.05186319351196,"alme",9.72871875762939,"alm","alme","almei","almeid","almeida","almeida"
"apenas","apenar",1.14986320734024,"apen",1.0533332824707,"apen",9.738924741745,"ape","apen","apena","apenas","apenas","apenas"
